AmazonAvailability,Title,Description,SalesRank,ASIN,Category_ID
Amazon offer is in stock and shippable,"Acoustic Audio by Goldwood HD725 Flush Mount In-Wall/Ceiling Home Theater 7.2 Surround Sound 5.25 Inch Speakers (9 Speakers, 7.2 Channels, White)","Acoustic Audio by Goldwood high definition Series HD725 7.2 in-wall/ceiling speaker system. Perfectly matched and consists of: (4) rectangular front in-wall HD speakers, (2) round rear in-ceiling HD speakers, (1) dedicated True Center channel in-wall HD speaker and (2) 10"" In-wall HD subwoofer. This is the ultimate entertainment package to build your very own home theater surround sound system. The speakers mount seamlessly into any wall or ceiling, so they won't take up precious shelf or floor space. Each speaker has been designed to provide the best sound quality. The entire system can handle 2, 450 watts of power and features authentic Kevlar cones, butyl rubber Surrounds and titanium tweeters. Installation is easy because of the speakers' Quick-turn mounting arms. The grills are White and can be painted to match specific decor. Speaker wire is included. This package comes with a non-amplified subwoofer. These subwoofers will need an external amplifier for use.",216879,B0018L611C,2
Amazon offer is in stock and shippable,Maxell Multicolor Slim Jewel Cases,Double Slimline Jewel Cases offer a variety of colors for color-coding or presentation. Each 5mm case holds two discs. Store two slimline cases in one standard jewel space.,172319,B0001HA8WW,2
no Amazon offer exists,Disney Princess Tiara Projection Alarm Clock,"Disney Princess - Princess Tiara Projection Alarm Clock - Projects Time on Ceiling! - Featuring Belle from Beauty and the Beast, Snow White, Aurora from Sleeping Beauty

<li>Projects Time onto Ceiling</li><li>Push Button Activated Projection</li><li>Large LCD Display</li><li>Alarm Clock Time Indicator</li><li>Manufactured by F.A.B Starpoint</li><li>Officially Licensed Alarm Clock from Disney and Disney Princess Trademark. www.disneyprincess.com</li>",907722,B001TK6P0Y,2
no Amazon offer exists,BlueRigger Mini DisplayPort to HDMI Female Adaptor Cable ((Mini DP/Thunderbolt to HDMI Cable) - Compatibe with MacBook Pro/Air - with HD Audio,"The BlueRigger ‘Mini DisplayPort to HDMI’ adapter is a compact audio/video connector that can seamlessly connect a high definition monitor, projector, or LCD that uses a HDMI connector to a Mini DisplayPort-based MacBook Pro, MacBook Air, iMac, Mac mini, Mac Pro or any other device with Mini DisplayPort. Not only is it elegant but also convenient due to its small size. It offers a unified, scalable and cost effective interface for embedded & external display applications
Note: Adapter only works with laptops with Mini Displayport, please check with your device's output specification prior to placing your order.

Quality Picture & Sound
- Supports uncompressed audio such as LPCM
- Supports compressed audio such as DTS Digital, Dolby Digital (including DTS-HD & Dolby True HD) Powered from Mini DisplayPort source
- Compact design allows unobstructed adjacent port access
- Standard and High Definition video playback up to 1080p
- HDCP Compliant

Compatibility
- Compatible with New Macbooks Pro/Air (April 2010+) with Mini DisplayPort that can support both Audio & Video
- Old version of Macs with Mini DisplayPort might just transmit video
- Other Mini DisplayPort devices that can support BOTH Audio and Video
Note: Adapter only works with laptops with Mini Displayport, please check with your device's output specification prior to placing your order.

Warranty
The BlueRigger MiniDisplay port to HDMI cable is backed by Limited lifetime warranty. Please contact us via email if you have any questions.",57006,B005QRA5IY,2
Amazon offer is in stock and shippable,"Accell Powramid USB Surge Protector - 2 USB Charging Ports (2.1A), 6 Outlets, 6-Foot Cord, 1080 Joules, UL Listed - Black Grounded Extension Cord Power Strip (D080B-015K)","Its adapter friendly design is perfect for placement on top of a desk or a conference room table, Providing easy access to multiple power outlets. The dual USB charging ports provide 2. 1a charging for power hungry USB powered devices such as mobile phones, tablets or portable music players.",54994,B00DCKROK4,1
no Amazon offer exists,Pyle PPA200 2000W Rack Mount Amplifier,"The PPA200 offers duel RCA combo inputs for a variety of inputs including a phone jack. Producing up to 2000 watts and a protection indicator that warns of any misuse. Also within this amp is a voltage selector, allowing for the maximum amount of power to be used from the variant receptacles without tripping any of the wires. LED display.",430681,B0010K6TX6,2
no Amazon offer exists,"Bulk RG59 and Power Siamese Cable Pe Jacket, 1000 Feet Spool, 23 AWG, (18 AWG Power), CMX Jacket, Uv Rated for Outdoor Installs","This Siamese RG59 cable is specially designed for outdoor use. The cable comes equipped with two jackets for maximum protection from the elements. The inner jacket is made of PVC and the outer jacket is made with PE. The PE jacket makes the cable extremely resistant to cold weather, moisture, chemicals, abrasion, cutting, and even lightening; while the inner jacket adds additional protection to the conductors. With its durable construction, you can rest assured that your cable will stand up to what ever Mother nature throws at it. Siamese cables give you the power to centralize your video and power distribution for your CCTV systems, and allows for more flexible placement of your security cameras. Our RG59 cables are coupled with stranded 18 gauge Power cables. Combined with our BNC connectors and power terminal pigtail this will give you rock-solid connections for flexible and reliable installations throughout your building.",387362,B008GUQ88O,2
no Amazon offer exists,Creative Zen V Plus 1GB (Black/Orange),"Find your ZEN! The Creative ZEN V Plus is one of the best portable media devices on the planet. This small and trendy media player has a vibrant 1.5-inch OLED co l or display for viewing pictures and videos at 128 x 128 pixel resolution. With its 2GB capacity , you can fit about 500 audio tracks! The USB 2.0 interface lets you sync your device with your PC quickly and easily. Line-In recording allows you to record music directly into your player from anywhere! Additional features include FM tuner with 32 presets , voice recording, intuitive ZEN patented user interface, and a rechargable batterylasting up to 15 hours!",984513,B000J10M62,2
no Amazon offer exists,Parts Express Flat Cable TV Coaxial Cable Coupler,"This flat coax lead is bendable for running a coax cable under a window sill or beside a door jamb without drilling holes through a wall. Female ""F"" connectors are attached on each end. Dimensions: 8"" L x 5/8"" W.",131613,B0002KR74A,2
no Amazon offer exists,Unique Products Online 6 Ft. Toslink Glass Digital Audio Constructed from 280 Individual Strands of Glass ensures The Least Signal Loss,"Glass fiber optical cables are a must-have for any audio enthusiast. Glass fiber optical cable is the highest quality digital optical cable available. The clearest and cleanest possible signal is transferred through the 280 individual stands of glass. Unlike most consumer grade optical cable that use plastic fiber optics, this cable uses real glass fiber optics and mirror polished ends for the highest possible quality data transmission. 
Glass fiber optic transmission allows amazing clarity reproduction, ultra spatial effects and dynamic impact. It's ideal for use with DVD, DVD Audio, SACD, CD, D-VHS, game console, Dolby Digital and DTS professional audio applications.
Sophisticated mirror polishing techniques are employed to make the clearest end possible resulting in less error and maximum signal transfer. 24K gold plated collet provides rigidity and maintains cable fiber placement. Precision-machined connector housing corrects for common tolerance errors within optical jacks. 6 mm, soft-flexible PVC jacket protects the delicate fiber core.
Features:
Precision molded plug and durable 24k gold plated plug ends
Constructed from 280 individual strands of glass for maximum flexibility 
Bend radius is only 50 mm ( about 2 inches )
This cables ensures the least signal loss and least jitter possible
Allows highest resolution digital audio transmission
Widest bandwidth transmission and frequency response 
Tuned spectral attenuation for optimum signal admittance and low loss
Precision polished TOSLINK core end for wider bandwidth with lower insertion loss
Multi-shielding protection from damage and interference
Glass Toslink Cables are new, in factory sealed poly bag",209608,B0017YUN3C,2
no Amazon offer exists,Naxa NPB-259 Portable MP3/CD AM/FM Stereo Radio Cassette Player/Recorder with Subwoofer and USB Input,"Naxa's mission is to develop the finest quality consumer electronics products that embrace the latest technological innovations guaranteed to provide consumers years of personal entertainment pleasure. These contemporary and ergonomic product designs are created to blend in with any room design or work environment, be displayed with pride of ownership, and to cater to all tastes. Naxa is focused on creating unique specialized products that can meet the requirements of any market segment that may be outside the standard channels of consumer electronics distribution. Naxa Electronics, Inc. is a leader in manufacturing high quality consumer electronics. Naxa offers one of the most comprehensive consumer audio and video electronics product lines possible. In fact, Naxa's current line of products include: personal CD players, portable CD stereos, MP3 players, MP3 CD players, DVD players, VCD players, Televisions, portable stereos, personal portable stereos, portable cassette recorders, AM/FM radios, and short wave multi band radios. Naxa has built its reputation by providing excellent product quality, reliability and value pricing. Their success is based on a relentless effort towards providing our customers with the newest technologies and product designs in innovative product packaging. Naxa takes pride in exceeding customers' expectations by providing quality products.",352995,B00868HUEW,2
no Amazon offer exists,GPX J100S Karaoke Party Machine,Cd/Cd+G Playback; Active Led Lighting; Programmable Memory; Echo; Auto Voice Control (Avc); A/V Output; Includes Microphone,139465,B005CP0PLC,3
no Amazon offer exists,Sony XDR-F1HD HD Radio Tuner (Discontinued by Manufacturer),"From the Manufacturer      Add subscription-free HD Radio to your home audio system with this high-fidelity receiver. Features an easy-to-read display and includes a wireless remote control. Experience more choices, crystal clear sound, and no subscription fees. Enjoy music the way it was meant to be heard with AM stations that can deliver FM sound quality and FM stations that sound like your favorite CDs. With static-free sound and an easy-to-read dot matrix LCD for viewing important information, the XDR-F1HD receiver is the perfect choice for adding HD radio reception to a home audio system.High Definition Radio with No Monthly Subscription FeesHD Radio programming is free, unlike satellite radio where you have to purchase a subscription. It’s the most significant advancement in radio broadcasting since the introduction of FM stereo. HD Radio technology enables AM and FM radio stations to broadcast their programs digitally--unlike the analog broadcasts of the past, HD Radio gives you the clarity of a precise digital signal for ultra-high fidelity and reception. And it's all free. Easy to see, full-dot backlit LCD display with display mode adjustments The XDR-F1HD works with most audio systems. Just connect the receiver to most systems using the audio out jack and enjoy the many HD radio stations available now, all on your existing stereo or home theater equipment.Increased Sound Fidelity, with 20 Station PresetsAM radio sounds like FM quality, FM radio sounds like CD quality, and HD radio is static-free digital quality reception. An HD radio doesn't just give you access to free, new broadcast content--it improves the sound and reception of the stations you already listen to. Set up to 20 of your favorite AM and FM radio stations using the memory presets.FM MulticastingHD Radio provides the ability to receive multiple program streams over a single FM frequency, expanding the range of available free radio content. Discover channels you just can't find with a conventional AM/FM radio.Backlit LCD Display with Remote Control IncludedAn easy to see, large, full-dot backlit LCD display has brightness, contrast and display mode adjustments. In addition to displaying stations and song information, the screen also shows a 12-hour clock with the date and time. A full function remote control is included for controlling playback when you can't reach the display controls.Technical SpecificationsAntenna System: 75 ohm for FM, AMFrequency Range: AM: 530 - 1,710 kHz, FM: 87.5 - 108 MHzOutput Power: 2.8 W + 2.8 W (at 10% harmonic distortion)Power Requirements: 120 V AC, 60 HzDimensions (Approx.): 7-1/8"" x 2-3/8"" x 6-3/8"" (180 x 60 x 160mm)Weight (Approx.): 2 lb 6.8 oz (1.1kg)      Product Description      Experience more choices, crystal clear sound, and no subscription fees. Enjoy music the way it was meant to be heard with AM stations that can deliver FM sound quality and FM stations that sound like your favorite CDs. With static-free sound and an easy-to-read dot matrix LCD for viewing important information, the XDR-F1HD receiver is the perfect choice for adding HD radio reception to a home audio system. Includes remote control.",529974,B00168Q248,2
Amazon offer is in stock and shippable,"Kensington SmartSockets 8-Outlet, 8-Foot Cord, & 3090 Joules Premium Surge Protector (K62691NA)","Product Description

PThe SmartSockets Premium 62691 8-outlets Surge Suppressor combines features and visual excitement to provide superior surge protection to your electronics against power spikes, brown outs, and black outs. Color-coded rings with matching color labels for easy connected equipment identification and cord management, right-angled plug for easy accessibility./P

From the Manufacturer

SmartSockets combines features and visual excitement to provide superior surge protection to your electronics against power spikes, brown outs, and black outs. Color-coded rings with matching color labels for easy connected equipment identification and cord management. 8-outlet, 8-ft cord, with 3090 joule rating. Right-angled plug for easy accessibility. $50,000 limited connected equipment warranty.",129748,B000BN9VLK,1
Amazon offer is in stock and shippable,"Kensington SmartSockets 6-Outlet, 7-Foot Cord, & 945 Joules Standard Surge Protector (K62147NA)","Colors identify each piece of equipment for easier, simpler cord management just match outlet colors to label colors on your equipment. 6-Outlet unit offers quality protection. Power cord features a right-angle plug for easy accessibility. Connected equipment warranty provides the security you expect. Unique Housing is Black with Multi-Color outlets. Number of outlets: 6 joules of surge protection: 945 J lines: 1.",275974,B00004Z686,1
no Amazon offer exists,Onkyo TX-NR708 7.2-Channel Network Home Theater Receiver (Black) (Discontinued by Manufacturer),"From the Manufacturer

As the first—and most affordable—of Onkyo’s new-season network-capable A/V receivers, the TX-NR708 brings the audio goldmine of Internet radio to your living room. Now you can kick back on the sofa and surf all your favorite channels in superior fidelity. With seven HDMI® 1.4a inputs, the TX-NR708 offers copious connection possibilities, as well as 3D video compatibility. For your convenience, one of the HDMI inputs is located on the front panel, along with a USB input for flash memory devices and iPod® models. If you want to connect a non-HDMI multichannel component—say, a legacy SACD or DVD player—the TX-NR708 sports a full complement of 7.1-channel analog inputs. The Onkyo name connotes serious audio quality, so it’s no surprise to find low-jitter Burr-Brown DACs and sophisticated Audyssey MultEQ® room-correction onboard, along with lossless HD audio formats and the expansive surround dimensions of Audyssey DSX™ and Dolby® Pro Logic® IIz. All of this processing and connectivity power receives the coveted THX® Select2 Plus™ stamp of approval. .caption { font-family: Verdana, Helvetica neue, Arial, serif; font-size: 10px; font-weight: bold; font-style: italic; } ul.indent { list-style: inside disc; text-indent: -15px; } table.callout { font-family: verdana; font-size: 11px; line-height: 1. 3em; } td.vgoverview { height: 125px; background: #9DC4D8 url() repeat-x; border-left: 1px solid #999999; border-right: 1px solid #999999; padding-left: 20px; padding-right: 20px; padding-bottom: 10px; width: 250px; font-family: verdana; font-size: 12px; }

Affordable networked home entertainment, including SIRIUS Satellite and Internet Radio support with the Onkyo TX-NR708 7.2-Channel Network A/V Receiver.
View larger. HDMI® 1.4a Support for 3D Video and Audio Return
The seven HDMI 1.4a inputs on the TX-NR708 let you simultaneously connect high-def sources such as a Blu-ray player, a gaming console, and a cable/satellite tuner. A single output then sends a pristine signal to your connected high-resolution display. As the latest version of this connector, HDMI 1.4a adds the exciting possibilities of 3D video and an Audio Return Channel. 3D video is the next big thing in home entertainment, with movie, game, and broadcast content on the increase and 3D-compatible TVs entering the market. The TX-NR708 also offers the convenience of an Audio Return Channel via HDMI. Audio content received directly by your HDTV’s tuner can be sent ""upstream"" to your A/V receiver, without the need for a separate S/PDIF audio cable.
Windows® 7 Compatible PC Audio and Internet Radio
As one of Onkyo’s new breed of receivers that can link directly to the Internet or to your home PC via a local network, the TX-NR708 takes streaming audio and Internet radio to a whole new level. MP3, WMA, WMA Lossless, FLAC, WAV, Ogg Vorbis, AAC, and LPCM audio files—whether on your PC or from the Internet—can now be played back through your main system with unprecedented power and fidelity. The TX-NR708 brings to life a huge array of Internet radio channels from Pandora®, SIRIUS Internet Radio®, vTuner, and more*. As well as being compatible with earlier platforms, the receiver is compatible with Microsoft’s new Windows 7 platform, which includes the DLNA 1.5-specified ""Play To"" media-streaming feature. Another benefit of having the TX-NR708 connected to the Internet is that you can then easily update its firmware.
Audyssey DSX™ and Dolby® Pro Logic® IIz Surround Sound
The TX-NR708 handles two new surround-sound technologies from Audyssey and Dolby that offer exciting new ways to set up the speakers in your home theater system. Audyssey DSX lets you incorporate ""front wide"" speakers, in place of the usual surround back speakers, to expand the width of the soundstage. Set up at a recommended 60° off center, these channels help to produce a more realistic soundstage and a more immersive listening experience. Alternatively, Audyssey DSX can reconfigure the TX-NR70",711876,B003N197CU,2
no Amazon offer exists,Denon PMA-50 Compact Digital Amplifier,Denon PMA 50 Compact Digital Amplifier,614945,B00RMPCH6G,1
no Amazon offer exists,Sony D-EJ109 Portable CD Walkman,"Product Description

Slim, stylish, and packed with features, the Sony D-EJ109 brings the rich audio of a shelf stereo to the plane, the gym, and wherever else you enjoy listening to your favorite music. The system--which comes in a full circle design that mirrors the look of the CD itself--plays both CD-R and CD-RW discs in addition to traditional store-bought CDs, so listeners can record their own compilations for private enjoyment. Audio-wise, the system employs a Digital Mega Bass feature that helps your music explode from the headphones with depth and intensity. Among the other user favorites are 10 playback modes--including single track repeat (plays the same song over and over), track programming, and random play--and a bookmark function that programs your favorite songs from multiple CDs and plays them back with the touch of a button.
The D-EJ109 plays steadily thanks to the skip-free G-protection technology, which recovers quickly from horizontal and vertical jarring. The CD player also offers a heat-resistant lid that protects against high temperature buildup--an especially valuable feature when listening in vehicles and other hot environments. The unit's digital volume adjustment allows for precise tuning while its two-position volume limiter system maintains the volume at levels below the distortion threshold so listeners can enjoy cleaner sound reproduction. The D-EJ109 runs for approximately 50 hours on a pair of AA batteries, and includes an automatic shutoff feature that preserves battery life when the player is not in use.

Amazon.com

Slim, stylish, and packed with features, the Sony D-EJ109 brings the rich audio of a shelf stereo to the plane, the gym, and wherever else you enjoy listening to your favorite music. The system--which comes in a full circle design that mirrors the look of the CD itself--plays both CD-R and CD-RW discs in addition to traditional store-bought CDs, so listeners can record their own compilations for private enjoyment. Audio-wise, the system employs a Digital Mega Bass feature that helps your music explode from the headphones with depth and intensity. Among the other user favorites are 10 playback modes--including single track repeat (plays the same song over and over), track programming, and random play--and a bookmark function that programs your favorite songs from multiple CDs and plays them back with the touch of a button.
The D-EJ109 plays steadily thanks to the skip-free G-protection technology, which recovers quickly from horizontal and vertical jarring. The CD player also offers a heat-resistant lid that protects against high temperature buildup--an especially valuable feature when listening in vehicles and other hot environments. The unit's digital volume adjustment allows for precise tuning while its two-position volume limiter system maintains the volume at levels below the distortion threshold so listeners can enjoy cleaner sound reproduction. The D-EJ109 runs for approximately 50 hours on a pair of AA batteries, and includes an automatic shutoff feature that preserves battery life when the player is not in use.",237571,B0002T3UNS,2
no Amazon offer exists,Bang & Olufsen Beoplay H8 Wireless On-Ear Headphone with Active Noise Cancelling - Grey Hazel,"Cut the cord and move wherever the music takes you with the high-quality immersive listening experience of Beoplay H8 wireless headphones. Bang & Olufsen’s Signature Sound remains perfectly balanced and uncompromised when paired with your favorite Bluetooth device, whether you’re listening to music or talking on the phone. Choose when (and if) you want to let the sound of the city in with advanced active noise cancellation (ANC) designed for serious music lovers. Enjoy the freedom and control of an intuitive touch interface that lets you easily adjust volume, switch tracks, answer calls, and more with the touch, or swipe, of a finger. The Beoplay app lets you customize your listening experience via your smartphone or Apple watch to ensure you can enjoy music the way the artists intended. With a battery life of 14 hours when Bluetooth and ANC are enabled; 16 hours as Bluetooth headphones; and up to 35 hours with just ANC enabled, these hardworking wireless headphones are ready to take the show on the road with you. Designed by Jakob Wagner, these chic headphones possess an honest, authentic charm you can feel in their clean lines and premium materials. Carefully sun-polished and anodized aluminum, soft lambskin, and rich high-quality cow leather start out looking chic and only get better with age as their patina develops.",247378,B00R45Z2WU,1
no Amazon offer exists,Sony MDR-XB90EX in-Ear Extra Bass Headphones (Japanese Import),"With the angled-duct, you can hear clear high-range sound that complements your extra bass. Enjoy maximum comfort while also keeping the ear buds from falling out. The vertical in-ear design allows for lighter more slim line headphones, making them all the more comfortable for long listening sessions.",289059,B008G80FIU,1
no Amazon offer exists,"4) KICKER DS60 6.5"" 400 Watt 2-Way Car Coaxial Audio Speakers 11DS60 + Earbuds","2 Pair (4) KICKER DS60 6.5"" 400 Watt 2-Way Car Coaxial Audio Speakers DS60",485007,B00HW88OQ0,1
Amazon offer is in stock and shippable,"Desktop Gooseneck Wired Microphone System - Table Mounted Corded Voice Condenser Mic with Pop Filter - XLR to 1/4'' Sound Cord - for Karaoke, Conference, Studio Audio Recording - Pyle PDMIKC5 Black","Features: Flexible Adjustable Gooseneck Positioning Built-in Acoustic Pop Filter Ultra-Wide Frequency Response High Signal Output for Voice Clarity Rugged Construction & Steel Mesh Grill Integrated Low Noise Circuitry ON/OFF Switch for Stage Control Includes: 26' ft. XLR to 1/4'' Audio Connection Cable Perfect for Stage Performances or In-Studio Use

Technical Specs: Battery Operated (not included), Requires 1 x '9V' Battery Mic Element/Type: Electret Condenser Pickup/Polar Pattern: Cardioid Gooseneck Length: 17.5'' Frequency Response: 40hz-16kHz 200 Ohm Output Impedance Microphone Sensitivity: -40dB (+/-)2dB Microphone Dimensions: 4.92'' x 5.9'' x 1.89'' This professional table top condenser microphone lets your voice be heard with unparalleled quality and clarity. The cardioid pickup rejects off-axis sound, blocking out unwanted background noise. The adjustable gooseneck-type mast allows you to adjust the mic to your level. This mic is constructed from durable metal and PVC for a long-lasting, everyday-use product. 200 ohm output impedance. Includes a 26.2 ft cable. Runs on 9 V battery (not included).",17733,B003GEH3DY,1
no Amazon offer exists,"SOL REPUBLIC Jax Wired 1-Button In-Ear Headphones, Android Compatible, Tangle Free Cable, In-Ear Noise Isolation, 4 Ear Tip Sizes, Great for Calls, Black","Sol Republic's JAX In-Ear Headphones are designed for high quality sound and style within reach. Featuring i2 sound engines, JAX provide a powerful, high quality sound that will exceed all expectations. With intuitively designed wide and flat cable, you will spend less time handling your headphones and more time listening to music. Just pull them out and put them on without any hassles. With four sizes of ear tips, you're sure to get a comfortable fit and perfect seal for hours of music bliss. Tangle Free: Flat cable doesn’t tangle and saves you time. Full Sound: Traditional ear buds lack bass. Jax is a premium sounding in-ear headphone that seals the ear, locking in all the bass and full vocals. In-Ear Noise Isolation: Multiple size ear tips allow you to get just the right fit for sealing the ear canal providing noise isolation and a full range of sound. Mic & Music Control: Mic and multi-function button allows you to pause/resume/skip music and answer/hang-up phone calls.",135300,B00COOVLMQ,1
Amazon offer is in stock and shippable,"TV Ears Digital Wireless Headset System, Connects to Both Digital and Analog TVs, TV Hearing Aid Device for Seniors and Hard of Hearing, Voice Clarifying, DR Recommended-11741","The tv·ears digital is twice as powerful as the original and works with both analog and digital TVs so it will out with the TV you have now or one you may buy in the future. The tv·ears digital has helped millions of people hear television dialog clearly while eliminating complaints about loud volume or the need to buy expensive hearing aids. Put on your tv·ears and turn them up as loud as you want while others listen to the television at a comfortable volume. You can even put the TV on mute and listen through the headset only. Others in the room won't hear a thing but we you will. Imagine watching television with your family again without fighting over the TV volume or listening in private while a loved one sleeps or reads. As thousands of our customers have said, ""tv·ears has changed our lives"". Works on any TV including Plasma and LCD Televisions, digital connectivity with Dolby, SRS, and PCM compatibility, Works with TV volume at any level, including muted, comes with TV Ears slide tips on the headset for added clarity and comfort, 125 decibels of power and 3 times more powerful than other headsets, changes 2 headsets at once, Ultra-lightweight headset-2 oz.",23737,B00E4JWRK4,3
no Amazon offer exists,Harman Kardon AVR 145 5.1 Channel Audio/Video Receiver (Discontinued by Manufacturer),"Product Description


Harman Kardon AVR 145 5.1 Channel Audio/Video Receiver


Amazon.com


Driven by a passion for music and cinema, Harman Kardon engineers are fanatical about maintaining a balance between pure technology and their quest for artistic truth. Their devotion to detail and their love for all types of music and cinema have produced some of the finest audio/video and stereo receivers available.
 Affordably priced, but full-featured. The AVR 145s sonic quality and sophisticated features make it an exceptional value. From RS-232 software upgradeability to the latest Cirrus Logic® 49500 series DSP, Logic 7® processing, A/V Sync Delay and 100MHz component video switching, the AVR 145 is modest in price, but high in performance.


From the Manufacturer


Harman Kardon's AVR 40 series receivers incorporate a number of genuine engineering breakthroughs, including innovative iPod connectivity, and HDTV and multi-room capabilities, to take audio/video receiver design to never-before-available levels of performance and functionality. The AVR 140 model incorporates the Quadruple-Crossover Bass Manager, along with HDTV-compatible Component video inputs, on-screen display via its component video outputs, Digital input polling, input titling feature, and FM/AM tuner. It features an exclusive iPod Interface that, with a compatible iPod connected via The Bridge (Harman Kardon's Optional iPod docking station), displays menus on a connected TV or video display and the receivers front panel display, and the iPod can be operated via the receivers remote control.
 Feature List 

iPod connectivity with optional bridge 
Dolby Pro Logic game mode 
Seven-device programmable remote control 
Two digital outputs 
4 A/V inputs with S-video 
1 A/V input with S-video for recording",1008791,B000J5JTLW,2
no Amazon offer exists,BeoPlay H6 - Special Edition Graphite Blush,BeoPlay H6 Graphite Blush - Special edition,600419,B00LX8SB40,1
no Amazon offer exists,Grado Authentic Headphone Replacement Cushion G (GS1000/2000/3000 & PS1000/2000),"The large circumaural G-Cush earpads will fit on any Grado and are easy to install. They greatly improve the comfort for extended listening and for eyeglass wearers. Since they fully enclose the ear, they provide extra stability to keep the headphones from shifting around, especially the heavier 325 series. They provide a bigger sound stage and lessen the in-your-ear effect. There is a slight loss in sensitivity and a slight shift in timbre since the 'phones are positioned a bit further from the ear.",241585,B007Q2O6KK,1
Amazon offer is in stock and shippable,Atlantic 52-DVD/BLU Ray Disc Tower - PN 63712035 in Gunmetal,"Product Description

Atlantic’s NESTABLE 52 BLU-RAY/DVD/GAME TOWER sports an attractive, modern design to highlight almost any home or office décor. Its efficient, space-saving design provides maximum DVD storage, CD storage, and BLU-RAY storage in a minimal amount of space. This media storage tower is built with durable steel construction with gunmetal finish. It will keep for years of use, yet provide a compact and lightweight frame for easy transportation.

From the Manufacturer

MAKE ATLANTIC'S ""NESTABLE 52 DVD, BLU-RAY OR GAME TOWER"" THE BASE OF YOUR DISC COLLECTION

Atlantic’s NESTABLE 52 BLU-RAY/DVD/GAME TOWER sports an attractive, modern design to highlight almost any home or office décor. Its efficient, space-saving design provides maximum DVD and BLU-RAY storage in a minimal amount of space. Durable steel construction with gunmetal finish will keep for years of use, yet provides a compact and lightweight frame for easy transportation. The NESTABLE 52 BLU-RAY/DVD/GAME TOWER comes ready to use - No Assembly Required! 25 YEARS EXPERIENCE
Atlantic has been a leader in media & entertainment storage furnishings for over 25-years and we think it shows in the quality, value, and innovation of every product we produce - the NESTABLE 52 BLU-RAY/DVD/GAME TOWER being no exception. AT A GLANCE Disc capacity: 52 DVD/Blu-ray/Games Space-saving design Durable steel construction for years of use Compact and lightweight frame for easy transportation No assembly required Items nest to maximize shelf space

*** NOTE: DISCS AND DISC CASES NOT INCLUDED.



Set Contains:

Nestable rack",2426,B001DJVQQE,2
no Amazon offer exists,Coby MP828-8GRED 8 GB 2.8-Inch Video MP3 Player with FM Radio (Red) (Discontinued by manufacturer),"A sleek silhouette, sophisticated touchscreen controls, and packed with features: the MP828 is an all-in-one solution for your digital life. Listen to music, view video or photos on the bright 2.8"" screen, snap your own on-the-go shots with the integrated camera, or tune in for FM broadcasts on the built-in radio. The MP768 can hold thousands of music and media, and includes flash memory, an integrated speaker, and Coby Media Manager software for quick and easy syncing. Available in 4GB or 8GB in Gray, Black, Red, and Blue. There's a tune for every occasion. And with your Coby player, there's no reason why it shouldn't be playing. You'll always have the right tune at the right time. Features ; Enjoy video, music, photos, and text on the large 2.8 inch LCD touchscreen ; Use your fingers to browse and play your media library ; Expandable storage capacity with optional miniSD card ; Capture your life in photos with the built-in 0.3MP camera ; Integrated FM radio ; ID3 and LRC support for song and synchronized lyric information display ; World clock and calendar apps included ; Coby Media Manager software included ; Rechargeable Li-poly battery",299240,B007R3Y2V6,2
no Amazon offer exists,"WOOFER, 10",MCM AUDIO SELECT 55-2972 WOOFER POLY CONE 10 INCH MCM 100W RMS 8OHM RUBBER SURROUND,319553,B008BWA0WW,1
