index,age,race,sex,education,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,y
22918,73,4,0,11,6,0,1,32,0,180603,9,0,0,8,0
22919,18,4,1,1,4,0,3,32,0,25837,7,0,0,72,0
22920,30,4,1,9,2,9,0,32,4,75167,13,0,0,55,0
22921,43,4,1,11,2,8,0,32,4,113324,9,0,1902,40,1
22922,35,2,1,6,4,11,1,32,4,341102,5,0,0,40,0
22923,35,4,0,11,0,0,4,32,0,253860,9,0,0,20,0
22924,38,4,1,11,4,10,1,32,6,257250,9,0,0,52,0
22925,40,4,1,14,2,2,0,32,5,191429,15,15024,0,40,1
22926,42,4,0,9,4,9,1,32,4,182108,13,0,0,35,0
22927,73,1,1,11,2,10,0,34,6,233882,9,0,2457,40,0
22928,23,4,0,11,2,1,2,32,4,148709,9,0,0,35,0
22929,51,2,1,11,2,6,0,32,4,226735,9,0,0,40,0
22930,49,4,1,7,0,9,1,32,6,102318,12,0,0,25,0
22931,47,4,0,12,4,2,1,32,4,72880,14,0,0,40,0
22932,26,4,0,11,2,12,5,32,4,229523,9,0,0,56,0
22933,22,4,1,11,4,4,4,32,4,344176,9,0,0,20,0
22934,19,2,0,15,4,13,3,32,2,176831,10,0,0,35,0
22935,26,1,1,11,0,10,1,23,4,133756,9,0,0,40,0
22936,28,4,0,5,4,13,2,18,6,104617,4,0,0,99,0
22937,20,4,1,15,4,0,3,32,0,41035,10,0,0,20,0
22938,60,4,1,11,2,4,0,32,4,389254,9,0,0,40,1
22939,45,2,0,9,0,9,4,32,2,172111,13,0,0,60,0
22940,20,4,0,11,4,12,3,32,4,229414,9,0,0,30,0
22941,60,4,1,11,2,10,0,32,5,160062,9,0,0,25,0
22942,42,4,1,9,2,4,0,32,6,27661,13,0,0,45,0
22943,38,4,1,15,4,4,1,32,6,238980,10,0,0,60,0
22944,20,4,1,11,4,13,3,32,4,117222,9,0,0,50,0
22945,34,4,1,9,2,9,0,0,7,98101,13,7688,0,45,1
22946,40,4,1,8,2,8,0,32,4,144067,11,0,0,40,0
22947,62,4,1,6,2,13,0,32,4,152148,5,0,0,40,0
22948,51,4,0,0,0,13,4,32,4,162988,6,0,0,25,0
22949,36,4,1,15,2,8,0,11,4,152621,10,0,0,40,1
22950,36,4,0,9,2,9,5,32,5,108293,13,0,1977,45,1
22951,22,4,1,0,4,6,3,32,4,230574,6,0,0,25,0
22952,26,4,1,11,2,8,0,32,4,198801,9,0,0,45,0
22953,47,4,1,4,2,11,0,18,4,202322,3,0,0,40,0
22954,47,4,0,11,0,1,1,32,4,207140,9,0,0,38,0
22955,40,4,0,11,4,13,1,32,4,347934,9,0,0,35,0
22956,59,4,1,11,2,8,0,32,1,117299,9,0,1887,40,1
22957,38,4,1,9,2,4,0,32,4,156728,13,0,0,40,1
22958,37,4,1,11,2,4,0,32,4,110713,9,0,0,50,1
22959,48,4,1,6,2,8,0,32,4,115784,5,0,0,44,0
22960,52,1,0,15,2,9,5,32,1,76131,10,0,0,40,1
22961,42,2,0,15,2,13,5,32,4,24364,10,0,0,30,0
22962,52,2,1,9,2,5,0,32,1,617021,13,7688,0,40,1
22963,41,4,1,11,2,9,0,32,4,117585,9,0,1485,40,1
22964,26,4,1,11,2,10,0,32,4,133766,9,0,0,70,0
22965,49,4,1,11,2,8,0,32,4,261688,9,5013,0,60,0
22966,50,4,1,9,2,9,0,32,4,270194,13,0,0,60,0
22967,24,4,1,9,4,2,1,32,4,161198,13,0,0,25,0
22968,41,2,0,11,5,9,1,32,1,186601,9,0,0,40,0
22969,46,4,1,9,0,4,4,32,4,228372,13,0,0,40,1
22970,45,4,1,11,2,4,0,32,4,140644,9,0,0,50,1
22971,18,2,0,15,4,0,3,1,0,261276,10,0,1602,40,0
22972,67,4,0,11,6,0,1,32,0,183374,9,2329,0,15,0
22973,25,4,1,12,4,9,1,32,7,104097,14,0,0,40,0
22974,48,4,1,1,2,6,0,32,4,195437,7,0,0,40,1
22975,29,4,1,9,4,11,3,32,4,109814,13,0,0,40,0
22976,37,4,1,15,2,8,0,32,4,164898,10,0,0,52,0
22977,39,4,1,11,2,6,0,32,4,33355,9,7298,0,48,1
22978,44,2,0,1,5,13,4,32,4,129100,7,0,0,60,0
22979,63,4,1,9,2,8,0,0,4,221072,13,0,0,49,0
22980,29,4,1,15,2,5,0,32,4,140863,10,0,0,40,0
22981,39,4,0,11,0,12,4,32,4,210626,9,0,0,40,0
22982,37,4,1,15,2,5,0,32,2,186035,10,0,0,45,1
22983,58,2,0,11,0,12,1,32,4,317479,9,0,0,40,0
22984,25,4,1,1,2,12,0,32,4,456604,7,0,0,40,0
22985,21,4,1,11,4,12,1,32,4,159567,9,0,0,50,0
22986,27,4,1,11,4,1,1,32,4,302422,9,0,0,40,0
22987,27,4,1,8,4,4,1,32,4,377680,11,0,0,50,0
22988,29,3,0,11,3,13,1,33,4,161857,9,0,0,40,0
22989,84,4,0,11,6,9,1,32,2,163685,9,0,0,33,0
22990,33,4,1,15,4,8,1,32,4,37232,10,0,0,80,0
22991,38,4,1,8,2,9,0,32,4,326886,11,0,0,45,1
22992,41,1,0,9,2,1,5,23,1,19914,13,0,0,40,1
22993,46,4,1,8,2,8,0,32,6,57452,11,0,0,40,1
22994,43,4,0,15,0,1,4,32,4,186188,10,0,0,40,0
22995,41,4,1,7,2,12,0,32,4,373469,12,0,0,40,0
22996,34,4,1,9,4,4,1,32,4,242984,13,0,0,40,0
22997,34,4,1,11,2,6,0,32,6,152109,9,0,0,60,0
22998,69,4,1,9,2,11,0,32,4,200560,13,0,0,20,0
22999,34,4,1,12,2,9,0,32,4,299635,14,0,1902,50,1
23000,72,4,0,8,6,1,1,32,4,106890,11,0,0,40,0
23001,17,4,0,11,4,9,3,32,4,24090,9,0,0,35,0
23002,42,1,0,9,2,2,5,29,4,157443,13,0,0,27,1
23003,20,4,1,11,4,1,3,32,2,271354,9,0,0,40,0
23004,83,4,1,11,6,3,1,32,4,195507,9,0,0,55,0
23005,39,4,1,11,2,9,0,32,5,135500,9,0,1977,40,1
23006,80,4,1,11,2,0,0,32,0,91901,9,0,0,25,0
23007,29,2,0,15,2,9,3,32,4,144808,10,0,0,40,0
23008,30,4,1,8,2,11,0,32,4,140011,11,0,0,53,0
23009,53,4,1,11,2,8,0,32,5,152810,9,5178,0,45,1
23010,22,2,1,11,4,4,2,0,4,412316,9,0,0,40,0
23011,50,4,0,11,0,9,1,32,6,155118,9,99999,0,35,1
23012,22,4,1,7,4,6,1,32,4,105592,12,0,0,45,0
23013,31,4,1,11,0,8,4,32,2,144949,9,0,0,40,0
23014,57,4,1,11,2,12,0,32,4,120302,9,0,0,40,0
23015,76,2,0,0,6,4,4,32,4,97077,6,0,0,12,0
23016,23,1,1,11,4,4,3,28,4,128604,9,0,0,48,0
23017,67,4,1,15,0,1,1,32,4,105252,10,7978,0,35,0
23018,64,4,1,14,2,0,0,32,0,267198,15,0,0,16,0
23019,36,4,1,11,0,9,4,32,4,175759,9,0,0,40,0
23020,42,4,1,11,2,2,0,32,4,89073,9,0,0,48,0
23021,32,4,0,15,4,2,3,32,4,54782,10,0,0,40,0
23022,46,4,1,9,2,4,0,3,4,389843,13,0,0,50,1
23023,29,4,1,7,2,4,0,32,4,169815,12,0,0,50,1
23024,57,4,0,11,6,13,4,32,2,213975,9,0,0,30,0
23025,22,4,1,6,4,4,1,32,4,235853,5,0,0,40,0
23026,28,4,0,15,4,1,1,32,4,96337,10,0,0,40,0
23027,32,4,1,12,4,2,1,32,6,182926,14,0,0,40,0
23028,51,4,1,11,0,2,1,32,4,45599,9,0,0,40,0
23029,73,4,0,11,6,1,1,32,7,96262,9,0,0,40,0
23030,38,4,0,11,2,12,5,32,4,262882,9,0,0,40,0
23031,47,4,1,11,2,8,0,32,4,199058,9,0,0,40,1
23032,61,4,1,15,0,13,1,32,4,137733,10,0,0,25,0
23033,41,4,1,1,2,11,0,32,4,67339,7,7688,0,40,1
23034,25,4,1,11,4,0,3,32,0,122745,9,0,1602,40,0
23035,27,4,1,11,2,11,0,32,2,216013,9,0,0,40,0
23036,59,4,1,15,2,12,0,32,4,116442,10,0,0,50,0
23037,19,4,1,11,4,12,3,32,4,376240,9,0,0,42,0
23038,23,4,1,8,2,11,0,32,4,120068,11,0,0,40,0
23039,34,4,1,11,4,6,3,32,4,258675,9,0,0,40,0
23040,32,4,1,9,2,4,0,32,4,255424,13,0,0,60,1
23041,20,4,0,15,4,2,3,32,4,211968,10,0,0,15,0
23042,65,4,1,10,2,9,0,32,4,115880,16,0,0,40,1
23043,33,4,0,11,4,1,3,32,1,391122,9,0,0,30,0
23044,36,4,0,1,0,13,1,32,4,173804,7,0,0,40,0
23045,41,4,0,15,0,13,4,32,2,173051,10,0,0,45,0
23046,56,4,1,9,2,2,0,32,4,208451,13,0,0,40,1
23047,40,4,0,15,0,5,4,32,4,65866,10,0,213,40,0
23048,52,4,0,15,2,1,5,32,5,49069,10,0,0,40,1
23049,31,4,1,15,3,6,4,32,4,332379,10,0,0,50,0
23050,45,4,0,15,2,1,5,11,4,168837,10,0,0,24,1
23051,43,4,0,12,0,2,4,32,4,289669,14,0,2547,40,1
23052,45,4,1,9,0,9,1,32,4,98475,13,0,0,45,0
23053,64,4,0,6,4,1,1,32,7,223830,5,0,0,38,0
23054,46,4,1,9,2,4,0,10,4,229737,13,0,0,50,1
23055,71,4,1,15,2,0,0,32,0,250263,10,3432,0,30,0
23056,60,4,1,9,2,9,0,32,4,131681,13,0,0,50,1
23057,32,4,1,2,2,8,0,32,6,350624,8,0,0,40,0
23058,40,4,0,15,4,1,3,32,1,196456,10,0,0,40,0
23059,21,2,1,11,4,13,2,32,4,540712,9,0,1719,25,0
23060,20,4,0,15,4,13,2,32,4,168187,10,4416,0,25,0
23061,29,2,1,11,2,8,0,32,4,235393,9,0,0,40,0
23062,38,4,1,10,2,9,0,32,2,286405,16,0,1887,50,1
23063,58,4,1,11,6,9,1,32,6,204021,9,0,0,50,0
23064,53,4,1,12,2,9,0,32,2,204447,14,0,0,43,1
23065,79,4,1,9,2,4,0,32,4,266119,13,0,0,40,0
23066,22,4,1,15,4,6,1,32,4,310152,10,0,0,40,0
23067,25,4,0,9,4,2,3,32,4,197303,13,0,0,40,0
23068,41,4,0,15,6,0,1,32,0,29115,10,0,0,20,0
23069,29,2,0,0,4,13,3,32,7,271012,6,0,0,40,0
23070,40,4,1,8,2,8,0,32,4,327573,11,0,0,40,0
23071,37,4,1,3,4,13,1,32,4,34378,2,0,0,40,0
23072,45,4,1,9,2,2,0,32,6,420986,13,0,0,40,1
23073,20,4,0,15,4,0,3,32,0,163911,10,0,0,40,0
23074,71,4,1,9,2,0,0,32,0,35303,13,9386,0,30,1
23075,55,4,0,9,0,2,4,32,4,80167,13,0,0,40,0
23076,27,4,1,9,4,4,1,32,4,279580,13,10520,0,45,1
23077,28,3,1,11,2,13,0,32,4,163772,9,0,0,40,0
23078,41,4,1,15,2,10,0,32,5,34987,10,0,0,54,1
23079,60,4,1,6,2,0,0,32,0,163946,5,0,0,40,0
23080,25,4,1,11,4,4,4,32,4,178037,9,0,0,40,0
23081,41,4,1,11,2,12,0,32,4,198965,9,0,0,40,0
23082,28,4,0,15,4,1,3,32,2,197932,10,0,0,16,0
23083,18,2,0,11,4,0,3,32,0,172214,9,0,0,20,0
23084,42,4,1,15,2,8,0,32,2,97688,10,5178,0,40,1
23085,52,2,0,11,0,1,4,32,2,84808,9,0,0,40,0
23086,27,4,1,11,2,8,0,32,4,410351,9,0,0,40,0
23087,30,4,1,9,2,8,0,32,4,209900,13,0,0,40,0
23088,43,4,1,6,2,9,0,18,4,483450,5,0,0,40,0
23089,18,4,1,15,4,1,3,32,4,446771,10,0,0,25,0
23090,25,4,1,9,4,5,1,32,1,50053,13,0,0,45,0
23091,42,4,1,12,2,1,0,32,4,172297,14,0,1902,40,1
23092,46,4,1,15,2,8,0,32,4,90042,10,0,0,40,1
23093,59,4,1,12,2,9,0,32,4,232672,14,0,0,40,1
23094,18,4,1,11,4,1,3,32,4,135924,9,0,0,20,0
23095,29,4,1,8,2,13,0,0,4,394927,11,0,0,40,0
23096,34,4,0,11,4,4,3,32,4,143392,9,0,0,40,0
23097,58,4,1,11,2,13,0,32,6,222311,9,7688,0,55,1
23098,64,4,1,1,2,6,0,32,4,169604,7,0,0,40,0
23099,33,4,1,10,2,2,0,32,4,276221,16,0,0,40,0
23100,53,2,0,15,6,1,1,32,1,225339,10,0,0,40,0
23101,44,4,1,14,2,2,0,32,4,146906,15,0,0,50,1
23102,18,4,0,11,4,10,3,32,5,147612,9,0,0,8,0
23103,36,4,0,11,2,1,5,32,1,343052,9,0,0,40,0
23104,40,4,1,9,4,2,1,32,4,242619,13,4650,0,40,0
23105,36,4,1,8,2,9,0,32,4,272944,11,0,0,60,1
23106,32,4,1,11,2,8,0,32,6,203408,9,0,0,44,0
23107,42,4,1,9,2,9,0,32,4,37937,13,0,0,55,1
23108,17,4,1,0,4,11,3,32,4,207791,6,0,0,20,0
23109,33,4,1,7,2,8,0,25,4,111746,12,0,0,45,0
23110,49,4,1,12,2,9,0,32,4,170871,14,0,0,45,1
23111,59,4,1,7,0,0,1,32,0,117751,12,0,0,8,0
23112,23,4,1,15,4,9,1,32,4,74568,10,0,0,40,0
23113,59,4,1,11,0,8,1,32,4,110820,9,0,0,38,1
23114,34,4,0,9,4,4,1,32,4,287737,13,0,0,40,0
23115,43,4,1,8,0,2,1,32,4,188436,11,0,0,48,0
23116,32,4,1,9,2,9,0,32,4,126132,13,15024,0,50,1
23117,40,4,1,15,2,11,0,32,4,187802,10,0,1887,40,1
23118,45,2,1,11,2,1,0,32,4,203653,9,7298,0,40,1
23119,35,4,1,9,2,4,0,32,4,218955,13,0,0,40,0
23120,28,4,0,15,4,1,1,32,4,263128,10,0,0,60,0
23121,21,4,1,11,4,13,3,32,4,296158,9,0,0,40,0
23122,48,4,0,15,0,2,4,32,4,70209,10,0,0,20,0
23123,25,2,0,11,4,0,4,32,0,230856,9,0,0,40,0
23124,35,4,1,9,2,2,0,32,4,185325,13,0,0,50,1
23125,19,4,0,11,4,13,3,32,4,292583,9,0,0,30,0
23126,25,4,1,15,4,8,3,32,4,109080,10,0,0,55,0
23127,41,4,0,11,2,10,5,32,6,238184,9,0,0,40,0
23128,59,4,1,14,4,2,1,32,4,168569,15,0,0,50,0
23129,33,4,0,11,0,6,4,32,4,399088,9,0,0,40,0
23130,24,4,0,11,3,4,3,32,4,234640,9,0,0,36,0
23131,25,1,1,11,4,13,2,0,4,149943,9,4101,0,60,0
23132,47,2,1,12,0,3,1,32,2,193012,14,0,0,50,1
23133,55,2,1,0,2,13,0,32,4,154580,6,2580,0,40,0
23134,23,4,1,9,4,1,1,32,4,376416,13,0,0,40,0
23135,40,4,0,15,0,9,4,32,4,341204,10,1831,0,30,0
23136,48,4,0,1,0,13,1,32,4,236858,7,0,0,31,0
23137,29,4,0,11,4,13,2,32,4,184078,9,0,0,40,0
23138,27,4,1,11,0,1,1,32,4,103634,9,0,0,38,0
23139,33,4,1,11,0,8,1,32,6,33404,9,0,0,65,1
23140,35,4,0,15,0,1,4,32,4,338611,10,0,0,40,0
23141,21,4,0,15,4,0,3,32,0,116934,10,0,0,40,0
23142,41,2,1,9,0,2,1,32,4,197093,13,0,0,40,0
23143,37,2,0,15,4,5,3,32,4,280500,10,0,0,40,0
23144,34,4,1,11,2,6,0,32,4,381153,9,0,0,40,0
23145,61,4,0,11,0,4,4,32,4,29059,9,0,2754,25,0
23146,30,4,1,12,2,9,0,32,4,378009,14,0,0,50,1
23147,23,4,1,11,4,8,2,32,4,126550,9,0,0,40,0
23148,71,2,0,6,0,14,1,32,4,228806,5,0,0,6,0
23149,31,4,1,15,4,9,4,32,4,381153,10,0,0,60,0
23150,21,4,0,15,4,13,3,32,4,199915,10,0,0,40,0
23151,34,4,1,11,4,6,3,32,4,198103,9,0,1980,40,0
23152,46,4,0,7,4,2,4,32,4,158656,12,0,0,36,0
23153,59,4,0,11,6,12,1,32,4,35411,9,0,0,40,0
23154,28,4,1,6,4,12,1,37,4,142264,5,0,0,50,0
23155,26,4,0,15,4,2,1,32,4,64293,10,0,0,35,0
23156,53,4,1,11,4,1,2,32,4,95864,9,0,0,35,0
23157,38,2,1,15,2,12,0,32,4,260997,10,0,0,40,0
23158,32,4,1,1,2,10,0,32,4,204792,7,0,0,40,0
23159,32,4,1,11,4,11,2,32,4,81528,9,0,0,60,0
23160,22,2,0,11,4,13,1,32,4,112130,9,0,0,40,0
23161,29,4,0,15,2,1,5,32,4,218785,10,0,0,65,0
23162,25,4,1,9,2,2,0,32,2,90730,13,0,1977,40,1
23163,32,1,0,9,0,1,4,32,2,161478,13,0,0,46,0
23164,23,4,0,15,4,4,1,32,4,174754,10,0,0,30,0
23165,39,4,1,11,2,9,0,32,4,165799,9,0,0,40,0
23166,36,4,1,15,2,9,0,32,4,169469,10,7298,0,40,1
23167,20,4,0,7,4,13,1,32,4,190772,12,0,0,40,0
23168,21,4,0,11,4,8,1,32,4,254904,9,0,0,30,0
23169,33,2,0,11,4,12,1,32,4,176673,9,0,0,40,0
23170,36,4,1,15,2,12,0,32,4,218015,10,0,0,48,0
23171,37,4,1,15,2,12,0,32,1,196348,10,0,0,40,0
23172,42,4,0,11,2,1,5,32,4,113770,9,0,0,40,0
23173,28,2,0,11,4,13,4,32,4,149734,9,0,0,52,0
23174,37,4,1,8,2,4,0,32,5,51264,11,0,0,40,1
23175,18,2,1,1,4,1,3,32,4,115630,7,0,0,20,0
23176,19,4,1,11,4,11,2,32,4,206777,9,0,0,40,0
23177,47,4,1,15,2,3,0,32,2,140644,10,0,0,40,1
23178,38,4,1,9,2,4,0,32,4,119177,13,0,0,40,1
23179,63,4,1,12,2,4,0,32,5,54052,14,0,0,68,1
23180,32,4,0,15,2,13,5,26,4,169955,10,0,0,36,0
23181,39,4,1,15,4,6,4,32,4,164712,10,0,0,40,0
23182,37,4,1,11,2,10,0,32,4,42645,9,0,0,40,0
23183,32,4,0,9,2,1,5,32,2,235109,13,0,0,40,0
23184,19,4,1,15,4,2,3,32,7,354104,10,0,0,10,0
23185,37,0,1,15,2,13,0,32,2,217689,10,0,0,32,0
23186,19,2,0,11,4,0,3,32,0,175495,9,0,0,24,0
23187,26,4,0,11,5,9,3,32,4,216010,9,0,0,40,0
23188,69,4,0,11,2,4,5,32,4,168139,9,0,0,40,0
23189,31,4,1,7,4,5,1,32,2,357954,12,0,0,20,0
23190,44,3,0,1,0,12,4,26,4,109339,7,0,0,46,0
23191,22,4,0,11,4,1,3,32,4,221480,9,0,0,40,0
23192,54,4,0,14,4,2,2,32,4,221915,15,0,0,65,0
23193,52,4,1,11,2,10,0,32,5,77392,9,0,0,60,0
23194,54,4,1,11,2,8,0,32,6,57101,9,0,0,35,0
23195,23,4,0,11,4,4,4,32,4,171705,9,0,0,48,0
23196,49,4,0,11,0,13,4,32,4,143482,9,0,0,40,0
23197,45,4,1,15,0,8,1,32,4,148549,10,27828,0,56,1
23198,28,4,0,11,2,13,3,32,4,60374,9,0,0,35,0
23199,28,4,1,11,4,11,1,0,4,129624,9,0,0,40,0
23200,36,4,1,12,4,4,1,32,6,164526,14,10520,0,45,1
23201,30,4,1,11,2,8,0,32,4,214993,9,0,0,40,0
23202,24,4,0,9,4,9,1,32,4,215251,13,0,0,50,0
23203,29,4,1,11,2,12,0,13,4,183627,9,3137,0,48,0
23204,36,4,1,9,2,2,0,32,4,96452,13,0,0,45,0
23205,54,4,1,9,2,9,0,32,6,105010,13,0,0,40,1
23206,45,4,1,14,2,2,0,32,5,181307,15,15024,0,43,1
23207,41,4,0,9,0,9,1,32,6,143129,13,0,0,40,0
23208,44,4,1,11,0,4,1,32,6,274363,9,0,0,50,0
23209,32,4,0,0,5,13,4,32,4,283268,6,0,0,42,0
23210,59,4,1,9,2,11,0,14,4,189721,13,0,0,40,1
23211,41,4,0,14,2,9,5,16,4,331651,15,0,0,50,1
23212,33,4,1,1,2,8,0,32,4,159888,7,0,0,40,0
23213,38,4,1,15,2,6,0,32,4,48779,10,0,0,40,1
23214,20,4,1,15,4,11,3,32,4,161092,10,0,0,40,0
23215,26,4,0,15,4,10,2,32,4,369166,10,0,0,65,0
23216,38,4,1,14,2,2,0,32,4,100375,15,99999,0,60,1
23217,41,3,0,11,0,1,1,32,4,332703,9,0,625,40,0
23218,52,4,1,11,2,9,0,32,4,155434,9,0,0,48,0
23219,31,4,1,11,2,3,0,32,2,206297,9,0,0,40,1
23220,42,4,1,11,2,8,0,32,4,175515,9,0,0,40,0
23221,19,4,0,15,4,3,3,32,4,160033,10,0,0,30,0
23222,27,4,1,8,2,4,0,32,4,157941,11,0,0,45,0
23223,34,2,1,1,4,12,3,32,4,400416,7,0,0,45,0
23224,20,3,1,11,4,13,2,32,7,147280,9,0,0,40,0
23225,73,4,1,11,2,13,0,32,4,199362,9,0,0,30,0
23226,47,2,1,11,2,8,0,32,4,232628,9,0,0,40,0
23227,28,1,1,9,2,2,0,29,4,168901,13,0,0,40,0
23228,40,4,1,11,4,3,1,32,2,101795,9,0,0,42,0
23229,51,4,1,15,2,4,0,32,6,171924,10,0,0,50,0
23230,24,4,0,8,4,13,3,32,4,234640,11,0,0,35,0
23231,62,4,0,11,6,13,1,32,4,174355,9,0,0,40,0
23232,45,4,1,11,2,12,0,32,4,168262,9,0,1887,40,1
23233,46,4,1,8,2,5,0,32,1,349230,11,0,1848,40,1
23234,67,4,0,9,0,9,1,32,4,118363,13,0,2206,5,0
23235,58,4,1,11,0,0,4,32,0,210031,9,0,0,40,0
23236,29,4,1,11,4,10,1,32,6,322238,9,0,0,40,0
23237,47,4,1,11,4,5,2,32,4,225456,9,0,0,50,0
23238,62,4,0,11,2,4,5,32,6,320376,9,0,0,48,0
23239,26,2,0,11,4,1,4,15,4,213081,9,0,0,40,0
23240,37,4,0,11,0,13,4,32,4,166744,9,0,0,12,0
23241,31,4,1,11,2,12,0,32,4,113838,9,0,0,45,0
23242,22,4,0,9,4,9,3,32,4,253310,13,0,0,7,0
23243,42,4,1,9,2,4,0,32,4,154374,13,0,0,40,1
23244,42,4,1,15,0,8,4,32,4,187294,10,0,0,40,0
23245,18,4,0,11,4,8,3,32,4,126021,9,0,0,20,0
23246,53,4,1,11,6,12,1,32,4,223660,9,6849,0,40,0
23247,75,4,1,10,4,0,1,32,0,36243,16,0,0,40,0
23248,24,4,1,11,4,11,4,32,4,300584,9,0,0,40,0
23249,39,4,1,9,2,9,0,32,4,214816,13,0,0,60,0
23250,31,4,1,9,4,2,1,32,4,193285,13,0,0,40,0
23251,31,4,1,11,0,13,4,32,4,351187,9,0,0,40,0
23252,51,4,1,9,2,9,0,32,4,159755,13,7688,0,40,1
23253,55,1,1,7,2,2,0,32,2,296085,12,0,0,40,1
23254,46,2,1,0,0,1,3,32,4,35136,6,0,0,40,0
23255,20,4,1,15,5,8,1,32,4,132320,10,0,0,40,0
23256,38,4,1,12,2,9,0,32,4,169104,14,0,0,60,1
23257,33,2,0,8,2,1,5,32,4,185336,11,0,0,40,0
23258,46,2,1,11,2,12,0,32,4,503923,9,4386,0,40,1
23259,60,4,1,15,2,9,0,32,5,197553,10,7688,0,50,1
23260,35,1,1,12,2,2,0,10,5,79586,14,0,0,40,1
23261,30,4,1,14,4,9,1,0,1,54684,15,0,0,55,0
23262,48,1,1,9,2,9,0,16,6,160724,13,0,0,40,0
23263,38,4,1,9,2,4,0,32,4,184801,13,0,0,60,1
23264,55,4,1,9,2,5,0,32,4,272656,13,0,0,55,1
23265,33,2,1,15,4,2,1,32,4,221762,10,0,0,40,0
23266,42,4,1,8,2,4,0,32,4,183479,11,0,0,40,1
23267,34,2,1,15,2,12,0,32,1,284703,10,0,0,52,0
23268,38,4,1,11,2,12,0,32,4,207202,9,0,0,48,1
23269,60,4,1,11,2,2,0,32,4,160625,9,5013,0,40,0
23270,23,4,1,15,4,11,3,32,4,329925,10,0,0,30,0
23271,55,4,1,15,2,6,0,32,4,197114,10,0,0,6,1
23272,21,4,1,11,4,8,1,32,4,51985,9,0,0,40,0
23273,32,4,0,9,2,1,5,32,4,402089,13,0,0,2,0
23274,24,4,0,9,4,4,1,32,4,72143,13,0,0,20,0
23275,44,2,0,11,0,1,4,32,4,419134,9,0,0,40,0
23276,40,4,1,8,2,10,0,32,4,283174,11,0,0,60,0
23277,44,4,1,15,0,11,3,32,4,219591,10,0,0,40,0
23278,36,4,1,9,2,4,0,32,4,206521,13,0,0,60,1
23279,53,2,1,11,2,8,0,15,4,268545,9,0,0,40,0
23280,78,4,1,9,2,9,0,32,5,188044,13,0,2392,40,1
23281,23,4,1,8,2,11,0,32,1,216853,11,0,0,25,0
23282,31,4,0,15,4,4,1,32,4,29662,10,0,0,60,0
23283,18,4,1,15,4,1,1,32,4,283637,10,0,0,40,0
23284,55,2,0,11,0,2,4,32,4,201112,9,0,0,40,0
23285,52,4,1,15,4,1,4,32,4,349502,10,0,0,45,0
23286,53,4,1,15,2,8,0,32,4,139671,10,0,0,40,1
23287,23,4,0,1,0,13,4,32,4,123490,7,0,0,35,0
23288,24,2,1,11,4,11,2,32,4,228424,9,0,0,40,0
23289,30,4,0,11,4,1,2,32,4,43953,9,0,1974,40,0
23290,21,4,0,15,4,1,3,32,7,299153,10,0,0,15,0
23291,37,4,1,9,4,2,1,32,4,361888,13,10520,0,40,1
23292,23,2,0,9,4,4,3,32,4,313573,13,0,0,25,0
23293,33,2,1,11,2,13,0,32,6,137674,9,0,0,40,0
23294,41,4,0,9,2,0,5,32,0,277390,13,0,0,30,1
23295,50,4,1,11,0,8,1,32,4,341797,9,0,0,40,0
23296,55,4,1,5,2,0,0,0,0,316027,4,0,0,40,0
23297,44,4,1,9,2,4,0,32,4,205474,13,0,0,40,1
23298,39,4,1,9,2,4,0,32,4,257942,13,0,0,60,1
23299,34,4,1,11,2,12,0,32,4,191385,9,0,0,48,0
23300,63,4,0,0,6,10,4,32,4,34098,6,0,0,56,0
23301,32,4,0,11,4,11,1,32,4,207301,9,0,0,40,0
23302,31,4,1,0,2,12,0,32,4,288419,6,0,0,40,0
23303,22,4,1,11,4,1,3,32,4,138768,9,0,0,40,0
23304,18,4,1,15,4,13,3,32,4,249857,10,0,0,20,0
23305,40,4,1,11,2,6,0,32,6,179533,9,0,0,75,1
23306,43,4,1,15,5,6,4,32,4,334991,10,4934,0,51,1
23307,24,1,1,15,4,1,3,0,7,506329,10,0,0,40,0
23308,33,4,0,8,2,2,5,32,6,58702,11,3103,0,50,1
23309,40,4,1,15,2,1,0,32,4,126845,10,0,0,40,1
23310,24,4,0,11,4,4,1,32,4,107882,9,0,0,40,0
23311,22,2,1,15,2,13,0,32,7,311512,10,0,0,15,0
23312,58,4,0,10,4,2,1,0,5,181974,16,0,0,99,0
23313,47,2,1,11,2,4,0,32,4,191957,9,0,0,40,1
23314,28,4,1,11,4,5,1,32,4,398918,9,0,0,40,0
23315,34,4,1,9,0,6,1,0,6,114185,13,0,0,50,0
23316,33,4,1,9,2,4,0,32,4,236379,13,0,0,45,0
23317,27,4,0,8,4,1,3,32,4,114158,11,0,0,35,0
23318,47,4,1,14,4,13,1,32,5,186410,15,0,0,60,1
23319,63,4,1,15,2,2,0,0,4,88653,10,0,0,40,0
23320,46,4,1,7,4,1,1,32,4,353824,12,0,0,40,0
23321,30,1,1,12,2,2,0,29,7,137613,14,0,0,20,0
23322,23,2,0,11,4,12,4,32,4,129042,9,0,0,40,0
23323,26,4,1,15,4,2,3,39,4,523067,10,0,0,3,0
23324,20,4,0,15,4,6,3,32,4,163665,10,0,0,17,0
23325,57,4,1,15,6,9,2,32,6,175942,10,0,0,25,0
